padre1,padre2,category,count1,count2,percentage1,percentage2,chi2,p_value,significance
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,pronoun,1454,1578,15.981534403165533,14.443935926773454,0.018335210572966557,0.8922896376287972,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,ppron,992,1033,10.903495273686524,9.45537757437071,1.1113161042181336,0.2917960355551732,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,you,638,770,7.01253022642339,7.048054919908467,3.6670126105585132,0.05549957615640965,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,shehe,617,600,6.781710265992526,5.491990846681922,4.0719586992623675,0.04360068879103686,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,ipron,979,1096,10.760606726753132,10.032036613272313,0.36734743940787457,0.544453703040134,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,article,697,760,7.661024400967245,6.956521739130435,5.130576787999593e-06,0.9981927310545959,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,social,1622,1807,17.82809408661244,16.54004576659039,0.41074050626249853,0.521593892752297,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,preps,1300,1751,14.288854693339196,16.027459954233407,34.97286445808369,3.3433227935433185e-09,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,auxverb,671,448,7.375247307100461,4.100686498855835,67.08349925286103,2.602475693772622e-16,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,present,859,730,9.441635524291051,6.6819221967963385,25.26256112571347,5.0032663783127e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,verb,1098,974,12.068586502528028,8.915331807780321,22.782952055933496,1.8136744246160255e-06,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,relativ,1923,2082,21.136513519454823,19.05720823798627,0.05520967549368959,0.8142340418447985,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,time,489,539,5.374807650032974,4.933638443935926,0.02982211577374804,0.8628944680127943,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,work,233,151,2.561002418113871,1.3821510297482835,25.5237780820587,4.369643808121135e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,cogmech,2516,2999,27.654429544954933,27.450800915331808,11.796624307731214,0.0005933821703021163,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,incl,1138,1421,12.508243570015388,13.006864988558354,12.06618632648671,0.0005134462627094532,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,space,963,1243,10.584743899758188,11.377574370709382,15.978517542415744,6.406535134963472e-05,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,nonfl,214,269,2.3521653110573757,2.462242562929062,2.427498715979205,0.11922299996810484,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,conj,692,865,7.606067267531326,7.917620137299772,7.342575106551853,0.006734030566624794,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,insight,309,437,3.396350846339855,4.0,12.436988641165446,0.0004209138991502262,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,percept,338,232,3.7151022202681903,2.1235697940503435,30.27160893293087,3.7558344812109026e-08,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,humans,539,338,5.924378984392174,3.093821510297482,66.09707767660373,4.292517378645218e-16,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,inhib,267,170,2.9347109254781274,1.5560640732265447,31.008202258723067,2.5694030422455966e-08,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,bio,385,345,4.231699274565838,3.1578947368421053,7.114206383520624,0.007647545172870936,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,health,80,59,0.8793141349747198,0.540045766590389,5.272478358247056,0.021665146484707354,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,motion,442,497,4.858210595735327,4.549199084668192,0.22258961756864942,0.6370738043908644,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,achieve,218,123,2.3961310178061117,1.125858123569794,35.578042047647244,2.4503409733149573e-09,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,money,138,111,1.5168168828313917,1.0160183066361557,5.764621220636686,0.016352009400094975,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,discrep,413,619,4.539459221806991,5.665903890160183,25.655043145813018,4.082272396689152e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,tentat,514,582,5.649593317212574,5.327231121281464,0.39221475188026633,0.5311375256255357,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,excl,437,454,4.803253462299407,4.155606407322654,0.5305776704836734,0.46636409605220674,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,cause,237,265,2.6049681248626078,2.4256292906178487,0.07890337261572994,0.7787890631038799,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,affect,702,794,7.715981534403165,7.267734553775744,0.5076537165687798,0.4761563119699913,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,posemo,485,602,5.330841943284239,5.510297482837529,4.581557702821365,0.03231782336505903,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,quant,280,231,3.077599472411519,2.11441647597254,9.993978959070416,0.0015705288475317844,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,swear,417,519,4.583424928555727,4.750572082379863,4.101680641847876,0.04284060832139153,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,feel,123,66,1.3519454825236314,0.6041189931350115,22.586164014363753,2.0092641603523805e-06,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,ingest,398,432,4.37458782149923,3.954233409610984,0.004587534069691731,0.9459995029239653,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,body,147,118,1.6157397230160475,1.080091533180778,6.2176675090501,0.01264816353532627,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,hear,114,76,1.2530226423389756,0.6956521739130435,11.299744088732687,0.0007751777474729515,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,leisure,74,103,0.8133655748516158,0.94279176201373,2.5835410533309866,0.10797986028079662,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,relig,154,417,1.6926797098263355,3.816933638443936,100.46760450129996,1.2034936752921647e-23,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,certain,65,66,0.7144427346669597,0.6041189931350115,0.16726423373174917,0.6825547033449584,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,past,205,346,2.2532424708727192,3.1670480549199085,25.156382286113875,5.286440935027387e-07,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,i,276,101,3.033633765662783,0.9244851258581236,97.82246582251545,4.5762601500598065e-23,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,family,45,288,0.4946142009232798,2.6361556064073226,157.9786018582916,3.128358655021256e-36,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,adverb,239,256,2.6269509782369758,2.34324942791762,0.04006065490605553,0.8413620345537007,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,see,43,61,0.4726313475489119,0.5583524027459954,1.7576163861034204,0.18492210434510817,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,they,126,184,1.3849197625851837,1.6842105263157894,6.451817678791435,0.011083888829066831,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,negemo,202,170,2.220268190811168,1.5560640732265447,6.267345129455784,0.01229832799181982,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,sad,52,34,0.5715541877335678,0.3112128146453089,5.5047128214016725,0.018965294256717693,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,death,32,29,0.3517256539898878,0.2654462242562929,0.523140616324724,0.469505050545284,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,anx,54,30,0.5935370411079358,0.2745995423340961,9.121345680016388,0.0025264404928302224,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,anger,98,87,1.0771598153440316,0.7963386727688787,1.9624790207855576,0.16124843963938332,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,sexual,93,81,1.0222026819081118,0.7414187643020596,2.202734393049384,0.13776616708950518,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,number,93,106,1.0222026819081118,0.9702517162471396,0.09703234402414022,0.755420428170888,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,negate,66,57,0.7254341613541437,0.5217391304347827,1.6746767281953543,0.19563329442377458,no
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,friend,52,31,0.5715541877335678,0.2837528604118993,7.310041925179346,0.006857032710448775,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,we,50,97,0.5495713343591998,0.8878718535469108,11.27839106158524,0.0007841448695348265,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,assent,47,14,0.5165970542976479,0.1281464530892448,20.88245432783715,4.883473351614162e-06,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,home,41,20,0.4506484941745438,0.1830663615560641,9.187890260952255,0.00243621531655069,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,future,32,13,0.3517256539898878,0.1189931350114416,9.776740511702329,0.0017673333997669624,yes
result_m_transc_pe_arcanjo,results_m_transc_pe.paulo,filler,7,1,0.0769399868102879,0.0091533180778032,5.0446291666427525,0.024702394286062412,yes
