num_topics,coherence_cv,coherence_umass,coherence_cuci,coherence_cnpmi,perplexity,diversity,jaccard,irbo
8,0.5990384955336951,-6.414350244661248,-6.354029771154952,-0.12425598602831159,-6.299495978677196,0.4875,0.7537177335662518,0.7879481301604592
