num_topics,coherence_cv,coherence_umass,coherence_cuci,coherence_cnpmi,perplexity,diversity,jaccard,irbo
24,0.483928343349131,-0.42250834922236713,-3.1758047458111562,-0.0999070054087741,-8.408693520879309,0.31666666666666665,0.7033406607625884,0.6530608528900362
