num_topics,coherence_cv,coherence_umass,coherence_cuci,coherence_cnpmi,perplexity,diversity,jaccard,irbo
4,0.38311467980862735,-0.27104032954470436,-1.3206332105343266,-0.05143518181373702,-7.574763344785579,0.5,0.6185897435897437,0.5055712446404761
