num_topics,coherence_cv,coherence_umass,coherence_cuci,coherence_cnpmi,perplexity,diversity,jaccard,irbo
4,0.449881636796734,-5.9186303872157,-5.821552296842075,-0.20038704349257866,-7.263531431857872,0.55,0.7047152194211018,0.4749388583964286
